timestamp,value
2026-03-30 01:28:29,0
2026-03-30 01:27:59,0
2026-03-30 01:27:29,0
2026-03-30 01:26:59,0
2026-03-30 01:26:29,0
2026-03-30 01:25:59,0
2026-03-30 01:25:29,0
2026-03-30 01:24:59,0
2026-03-30 01:24:29,0
2026-03-30 01:23:59,1
2026-03-30 01:23:29,5
2026-03-30 01:22:59,5
